# Program:featureCounts v2.0.8; Command:"featureCounts" "-p" "-B" "-C" "-F" "GFF" "-t" "CDS" "-g" "locus_tag" "-a" "/home/vinay_bioinformatic/project/refrence/GCF_000005845.2_ASM584v2_genomic.gff" "-o" "SRR22578533_gene_counts.txt" "SRR22578533.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR22578533.sorted.bam
b1115	NC_000913.3	1174092	1175165	-	1074	52
b1116	NC_000913.3	1175427	1176626	+	1200	1332
b1117	NC_000913.3	1176619	1177320	+	702	779
b1118	NC_000913.3	1177320	1178564	+	1245	1560
b1119	NC_000913.3	1178593	1179504	+	912	1358
b1120	NC_000913.3;NC_000913.3	1179520;1179631	1180359;1180359	+;+	840	964
b1121	NC_000913.3	1180479	1181267	-	789	104
b1122	NC_000913.3	1181264	1181725	-	462	44
b1123	NC_000913.3	1181783	1182829	-	1047	1604
b1124	NC_000913.3	1182826	1183620	-	795	436
b1125	NC_000913.3	1183617	1184444	-	828	455
b1126	NC_000913.3	1184458	1185594	-	1137	1906
b1127	NC_000913.3	1185844	1187070	+	1227	1690
b1128	NC_000913.3	1187119	1188240	-	1122	2924
b1129	NC_000913.3	1188316	1189776	-	1461	1338
b1130	NC_000913.3	1189776	1190447	-	672	894
b1131	NC_000913.3	1190616	1191986	-	1371	1672
b1132	NC_000913.3	1191990	1192631	-	642	1069
b1133	NC_000913.3	1192667	1193773	-	1107	2895
b1134	NC_000913.3	1193827	1194288	-	462	253
b1135	NC_000913.3	1194298	1194951	-	654	378
b1136	NC_000913.3	1195123	1196373	+	1251	12101
b1137	NC_000913.3	1196867	1197532	-	666	206
b1138	NC_000913.3	1197533	1198237	-	705	76
b1139	NC_000913.3	1198695	1199588	+	894	178
b1140	NC_000913.3	1199679	1200806	-	1128	488
b1141	NC_000913.3	1200787	1201032	-	246	74
b1142	NC_000913.3	1201069	1201380	-	312	99
b1143	NC_000913.3	1201497	1201838	+	342	542
b1144	NC_000913.3	1201776	1202084	-	309	439
b1145	NC_000913.3	1202259	1202933	-	675	534
b1146	NC_000913.3	1203024	1203224	+	201	80
b1147	NC_000913.3	1203268	1203825	+	558	372
b1148	NC_000913.3	1203822	1204160	+	339	57
b1149	NC_000913.3	1204170	1205537	+	1368	329
b1150	NC_000913.3	1205549	1205731	+	183	4
b1151	NC_000913.3	1205731	1206204	+	474	93
b1153	NC_000913.3	1206913	1207497	+	585	42
b1154	NC_000913.3	1207501	1208130	+	630	24
b1155	NC_000913.3	1208132	1208545	+	414	9
b1156	NC_000913.3	1208517	1209119	-	603	24
b1158	NC_000913.3	1209685	1210239	+	555	25
b1159	NC_000913.3	1210346	1211179	+	834	121
b1160	NC_000913.3	1211680	1212003	-	324	35
b4738	NC_000913.3	1212260	1212304	-	45	6
b4739	NC_000913.3	1212540	1212650	-	111	3
b1161	NC_000913.3	1212703	1213107	-	405	59
b1162	NC_000913.3	1213328	1214059	-	732	1027
b1163	NC_000913.3	1214264	1215475	-	1212	687
b1164	NC_000913.3	1215789	1216025	+	237	43
b1165	NC_000913.3	1216068	1216340	+	273	70
b1166	NC_000913.3	1216369	1216635	+	267	160
b1167	NC_000913.3	1216748	1216996	+	249	52
b1168	NC_000913.3	1217328	1218851	+	1524	122
b4520	NC_000913.3	1218983	1219201	+	219	25
b1171	NC_000913.3	1222305	1222634	-	330	545
b1172	NC_000913.3	1222644	1222988	-	345	316
b4593	NC_000913.3	1222990	1223163	-	174	5
b4594	NC_000913.3	1223264	1223449	+	186	16
b1174	NC_000913.3	1224279	1224545	-	267	406
b1175	NC_000913.3	1224549	1225361	-	813	1560
b1176	NC_000913.3	1225385	1226080	-	696	957
b1177	NC_000913.3	1226600	1226968	+	369	116
b1178	NC_000913.3	1227071	1227472	-	402	46
b4816	NC_000913.3	1227368	1227427	+	60	0
b1179	NC_000913.3	1227681	1228007	+	327	278
b1180	NC_000913.3	1228079	1228738	+	660	433
b1181	NC_000913.3	1228815	1229276	+	462	323
b1182	NC_000913.3	1229483	1230394	-	912	250
b1183	NC_000913.3	1230767	1231186	+	420	502
b1184	NC_000913.3	1231186	1232454	+	1269	854
b1185	NC_000913.3	1232500	1233030	-	531	1494
b1186	NC_000913.3	1233176	1234717	-	1542	1587
b1187	NC_000913.3	1234938	1235657	+	720	2981
b1188	NC_000913.3	1235709	1237241	-	1533	4764
b1189	NC_000913.3	1237571	1238869	+	1299	4765
b1190	NC_000913.3	1238879	1239949	+	1071	3482
b4740	NC_000913.3	1240260	1240463	+	204	51
b1191	NC_000913.3	1240335	1242071	-	1737	791
b1192	NC_000913.3	1242166	1243080	-	915	411
b1193	NC_000913.3	1243180	1243791	+	612	635
b1194	NC_000913.3	1243793	1244527	-	735	226
b1195	NC_000913.3	1244728	1244982	+	255	323
b1196	NC_000913.3	1245160	1245600	+	441	58
b1197	NC_000913.3	1245679	1247376	-	1698	974
b1198	NC_000913.3	1247696	1249114	-	1419	934
b1199	NC_000913.3	1249125	1249757	-	633	317
b1200	NC_000913.3	1249768	1250838	-	1071	785
b1201	NC_000913.3	1251066	1252985	+	1920	537
b1202	NC_000913.3	1253085	1255952	-	2868	658
b1203	NC_000913.3	1256721	1257812	-	1092	2027
b1204	NC_000913.3	1257929	1258513	-	585	443
b1205	NC_000913.3	1258791	1259069	+	279	5610
b1206	NC_000913.3	1259124	1260803	-	1680	1116
b1207	NC_000913.3	1260928	1261875	-	948	7775
b1208	NC_000913.3	1262026	1262877	-	852	5450
b1209	NC_000913.3	1262877	1263500	-	624	656
b1210	NC_000913.3	1263714	1264970	+	1257	2859
b1211	NC_000913.3	1265012	1266094	+	1083	1545
b1212	NC_000913.3	1266094	1266927	+	834	723
b1213	NC_000913.3	1266924	1267316	+	393	181
b1214	NC_000913.3	1267320	1268129	+	810	2044
b1215	NC_000913.3	1268165	1269019	+	855	3605
b4419	NC_000913.3	1269168	1269275	-	108	388
b4421	NC_000913.3	1269703	1269810	-	108	116
b4423	NC_000913.3	1270238	1270345	-	108	183
b1216	NC_000913.3	1270749	1271849	-	1101	1028
b1217	NC_000913.3	1272119	1272349	+	231	339
b1218	NC_000913.3	1272507	1273202	+	696	705
b1219	NC_000913.3	1273246	1273599	-	354	908
b1220	NC_000913.3	1273784	1275178	+	1395	454
b1221	NC_000913.3	1275179	1275829	-	651	886
b1222	NC_000913.3	1275822	1277618	-	1797	2013
b1223	NC_000913.3	1277957	1279348	+	1392	7868
b1224	NC_000913.3	1279864	1283607	+	3744	42573
b1225	NC_000913.3	1283604	1285142	+	1539	8866
b1226	NC_000913.3	1285139	1285849	+	711	2307
b1227	NC_000913.3	1285849	1286526	+	678	2007
b1228	NC_000913.3	1286709	1286984	+	276	449
b1229	NC_000913.3	1287087	1287176	-	90	799
b1232	NC_000913.3	1287782	1288624	-	843	1009
b1233	NC_000913.3	1288674	1289132	-	459	490
b1234	NC_000913.3	1289245	1290150	+	906	1711
b1235	NC_000913.3	1290242	1291255	+	1014	2059
b1236	NC_000913.3	1291457	1292365	+	909	3495
b1237	NC_000913.3	1292509	1292922	-	414	17240
b1238	NC_000913.3	1293527	1294144	+	618	174
b1241	NC_000913.3	1295446	1298121	-	2676	10824
b4771	NC_000913.3	1298514	1298567	+	54	13
b1242	NC_000913.3	1298598	1299245	+	648	494
b4711	NC_000913.3	1299567	1300547	+	981	22
b1243	NC_000913.3	1301182	1302813	+	1632	38563
b1244	NC_000913.3	1302899	1303819	+	921	4158
b1245	NC_000913.3	1303834	1304742	+	909	4405
b1246	NC_000913.3	1304754	1305767	+	1014	6487
b1247	NC_000913.3	1305764	1306768	+	1005	7571
b1248	NC_000913.3	1306821	1307150	-	330	587
b1249	NC_000913.3	1307185	1308645	-	1461	1301
b4595	NC_000913.3	1308788	1308961	+	174	278
b1250	NC_000913.3	1309016	1310269	-	1254	620
b1251	NC_000913.3	1310569	1310865	-	297	450
b1252	NC_000913.3	1311089	1311808	+	720	895
b1253	NC_000913.3	1311848	1312246	-	399	264
b1254	NC_000913.3	1312351	1312890	-	540	817
b1255	NC_000913.3	1312920	1313663	-	744	845
b1256	NC_000913.3	1314020	1314658	+	639	260
b1257	NC_000913.3	1314718	1315224	-	507	160
b1258	NC_000913.3	1315270	1315770	-	501	98
b1259	NC_000913.3	1315856	1316035	-	180	310
b1260	NC_000913.3	1316416	1317222	-	807	402
b1261	NC_000913.3	1317222	1318415	-	1194	445
b1262	NC_000913.3	1318427	1319788	-	1362	336
b1263	NC_000913.3	1319789	1321384	-	1596	195
b1264	NC_000913.3	1321384	1322946	-	1563	98
b1265	NC_000913.3	1323038	1323082	-	45	4
b1266	NC_000913.3	1323220	1324101	+	882	614
b1267	NC_000913.3	1324098	1324718	+	621	622
b1268	NC_000913.3	1324746	1326641	+	1896	332
b1269	NC_000913.3	1326852	1327727	+	876	2584
b1270	NC_000913.3	1327767	1328357	-	591	355
b1271	NC_000913.3	1328354	1329112	-	759	392
b1272	NC_000913.3	1329332	1330381	+	1050	1256
b1273	NC_000913.3	1330417	1330668	-	252	975
b1274	NC_000913.3	1331048	1333645	+	2598	10289
b1275	NC_000913.3	1333855	1334829	+	975	1936
b4522	NC_000913.3	1335148	1335288	+	141	155
b4523	NC_000913.3	1335291	1335458	+	168	272
b4741	NC_000913.3	1335572	1335667	+	96	118
b1276	NC_000913.3	1335831	1338506	+	2676	7470
b1277	NC_000913.3	1338570	1339160	-	591	2085
b1278	NC_000913.3	1339330	1340094	+	765	647
b1279	NC_000913.3	1340243	1340551	+	309	969
b1280	NC_000913.3	1340558	1341727	+	1170	1189
b1281	NC_000913.3	1341921	1342658	+	738	1224
b1282	NC_000913.3	1342658	1342984	+	327	377
b1283	NC_000913.3	1343110	1343328	-	219	5446
b1284	NC_000913.3	1343597	1344346	-	750	496
b4596	NC_000913.3	1344436	1344609	-	174	111
b4772	NC_000913.3	1344647	1344775	+	129	0
b1285	NC_000913.3	1344757	1346742	-	1986	1108
b4672	NC_000913.3	1346796	1346900	+	105	15
b1286	NC_000913.3	1346978	1348912	-	1935	3025
b1287	NC_000913.3	1348980	1350107	-	1128	357
b1288	NC_000913.3	1350251	1351039	-	789	5221
b1289	NC_000913.3	1351407	1351760	-	354	185
b1290	NC_000913.3	1351828	1352634	-	807	460
b1291	NC_000913.3	1352636	1353628	-	993	646
b1292	NC_000913.3	1353628	1354518	-	891	347
b1293	NC_000913.3	1354505	1355470	-	966	396
b1294	NC_000913.3	1355467	1357110	-	1644	1188
b1295	NC_000913.3	1357423	1357668	-	246	281
b1296	NC_000913.3	1357802	1359187	-	1386	351
b4742	NC_000913.3	1359177	1359341	-	165	104
b1297	NC_000913.3	1359490	1360908	-	1419	984
b1298	NC_000913.3	1361120	1361884	+	765	417
b1299	NC_000913.3	1361911	1362468	+	558	397
b1300	NC_000913.3	1362743	1364230	+	1488	1038
b1301	NC_000913.3	1364232	1365512	+	1281	602
b1302	NC_000913.3	1365550	1366815	+	1266	637
b1303	NC_000913.3	1366935	1367912	-	978	274
b1304	NC_000913.3	1368079	1368747	+	669	3011
b1305	NC_000913.3	1368801	1369025	+	225	265
b1306	NC_000913.3	1369025	1369384	+	360	473
b1307	NC_000913.3	1369393	1369614	+	222	321
b1308	NC_000913.3	1369689	1370003	+	315	2000
b1309	NC_000913.3	1370216	1371895	+	1680	241
b1310	NC_000913.3	1371909	1373201	+	1293	116
b1311	NC_000913.3	1373222	1374103	+	882	57
b1312	NC_000913.3	1374090	1374932	+	843	46
b1313	NC_000913.3	1374963	1376015	+	1053	86
b1314	NC_000913.3	1376034	1376822	+	789	85
b1315	NC_000913.3	1376832	1377887	+	1056	99
b1316	NC_000913.3	1377884	1380151	+	2268	157
b1317	NC_000913.3	1380148	1380807	+	660	32
b1319	NC_000913.3	1381947	1382852	+	906	25
b1320	NC_000913.3	1382963	1383961	-	999	214
b1321	NC_000913.3	1384117	1385514	+	1398	488
b1322	NC_000913.3	1385511	1386572	+	1062	280
b1323	NC_000913.3	1386720	1388261	+	1542	2175
b1324	NC_000913.3	1388305	1388811	-	507	5934
b1325	NC_000913.3	1388930	1389895	+	966	1370
b1326	NC_000913.3	1389870	1390598	-	729	861
b4525	NC_000913.3	1390680	1390862	-	183	30
b4673	NC_000913.3	1390868	1390933	-	66	0
b1327	NC_000913.3	1390933	1391853	-	921	138
b1328	NC_000913.3	1391991	1392890	+	900	289
b1329	NC_000913.3	1393227	1394840	+	1614	2000
b1330	NC_000913.3	1394891	1395922	-	1032	495
b1331	NC_000913.3	1396112	1397092	+	981	14
b1332	NC_000913.3	1397365	1397622	+	258	2071
b1333	NC_000913.3	1397672	1398622	-	951	6561
b1334	NC_000913.3	1398774	1399526	-	753	6127
b1335	NC_000913.3	1399721	1400236	-	516	485
b1336	NC_000913.3	1400247	1401773	-	1527	140
b1337	NC_000913.3	1401810	1403255	-	1446	158
b1338	NC_000913.3	1403255	1404565	-	1311	56
b1339	NC_000913.3	1404741	1405649	+	909	272
b1340	NC_000913.3	1405979	1406542	+	564	433
b1341	NC_000913.3	1406563	1407795	-	1233	717
b4773	NC_000913.3	1407989	1408036	+	48	1
b1342	NC_000913.3	1408050	1409033	+	984	718
b4743	NC_000913.3	1409308	1409481	+	174	76
b1343	NC_000913.3	1409511	1410884	+	1374	1414
b1344	NC_000913.3	1411013	1411948	-	936	1340
b1345	NC_000913.3	1412000	1413235	-	1236	158
b1346	NC_000913.3	1413237	1413452	-	216	7
b1347	NC_000913.3	1413531	1413740	-	210	9
b1348	NC_000913.3	1413733	1413927	-	195	0
b1349	NC_000913.3	1413984	1414793	-	810	88
b1350	NC_000913.3	1414786	1417386	-	2601	185
b1351	NC_000913.3	1417488	1417763	-	276	29
b4526	NC_000913.3	1417838	1418008	-	171	10
b1352	NC_000913.3	1418008	1418229	-	222	24
b1353	NC_000913.3	1418671	1419159	+	489	157
b4527	NC_000913.3	1419156	1419311	-	156	7
b1355	NC_000913.3	1419322	1419456	-	135	58
b1356	NC_000913.3	1419765	1420241	-	477	935
b1357	NC_000913.3	1420365	1420661	+	297	52
b1358	NC_000913.3	1420684	1421106	+	423	44
b1359	NC_000913.3	1421119	1421976	+	858	36
b1360	NC_000913.3	1421983	1422729	+	747	51
b1361	NC_000913.3	1422752	1423312	+	561	72
b4528	NC_000913.3	1423400	1423585	+	186	65
b1363	NC_000913.3	1423782	1425239	+	1458	507
b1365	NC_000913.3	1425377	1425640	+	264	33
b1366	NC_000913.3	1425621	1425980	+	360	66
b1368	NC_000913.3	1426454	1427482	+	1029	98
b4570	NC_000913.3;NC_000913.3	1427389;1428796	1427598;1428984	+;+	399	47
b1370	NC_000913.3	1427746	1428726	-	981	321
b1372	NC_000913.3	1429049	1432411	+	3363	305
b1373	NC_000913.3	1432411	1432986	+	576	46
b1374	NC_000913.3	1433084	1433674	-	591	500
b1375	NC_000913.3	1433991	1434224	-	234	183
b4744	NC_000913.3	1434293	1434406	-	114	220
b1376	NC_000913.3	1435185	1435619	-	435	1072
b1377	NC_000913.3	1435760	1436893	-	1134	136
b1378	NC_000913.3	1437260	1440784	-	3525	5821
b4529	NC_000913.3	1441058	1441324	+	267	602
b1379	NC_000913.3	1441321	1441743	-	423	1294
b1380	NC_000913.3	1441854	1442843	-	990	604
b1381	NC_000913.3	1443051	1445690	+	2640	923
b1382	NC_000913.3	1445687	1445872	+	186	7
b1383	NC_000913.3	1445880	1446206	+	327	101
b1384	NC_000913.3	1446378	1447283	-	906	425
b1385	NC_000913.3	1447519	1449018	+	1500	762
b1386	NC_000913.3	1449076	1451349	-	2274	202
b1387	NC_000913.3	1451597	1453642	-	2046	74
b1388	NC_000913.3	1453927	1454856	+	930	79
b1389	NC_000913.3	1454868	1455155	+	288	18
b1390	NC_000913.3	1455164	1455910	+	747	76
b1391	NC_000913.3	1455925	1456422	+	498	41
b1392	NC_000913.3	1456430	1457500	+	1071	85
b1393	NC_000913.3	1457497	1458264	+	768	66
b1394	NC_000913.3	1458264	1459052	+	789	47
b1395	NC_000913.3	1459054	1460481	+	1428	153
b1396	NC_000913.3	1460471	1460893	+	423	32
b1397	NC_000913.3	1460893	1462098	+	1206	1228
b1398	NC_000913.3	1462125	1463438	+	1314	991
b1399	NC_000913.3	1463539	1464489	+	951	768
b1400	NC_000913.3	1464471	1465061	+	591	465
b4674	NC_000913.3	1465165	1465230	-	66	4
b4492	NC_000913.3;NC_000913.3;NC_000913.3	1465392;1469246;1470519	1467909;1469295;1474013	+;+;+	6063	4453
b1402	NC_000913.3	1467921	1468826	-	906	27
b1403	NC_000913.3	1468784	1469149	-	366	3
b1404	NC_000913.3	1469358	1470509	+	1152	12
b1406	NC_000913.3	1474221	1475081	+	861	779
b1407	NC_000913.3	1475144	1477450	+	2307	252
b1408	NC_000913.3	1477621	1478226	+	606	28
b1409	NC_000913.3	1478226	1479122	+	897	68
b1410	NC_000913.3	1479138	1480895	+	1758	254
b1411	NC_000913.3	1480909	1482201	+	1293	236
b1412	NC_000913.3	1482255	1482860	-	606	227
b1413	NC_000913.3	1483061	1486963	+	3903	3354
b1414	NC_000913.3	1487235	1488035	+	801	817
b1415	NC_000913.3	1488232	1489671	+	1440	7115
b1418	NC_000913.3	1490902	1491432	+	531	747
b1419	NC_000913.3	1491677	1491850	+	174	312
b4774	NC_000913.3	1491876	1491944	+	69	2
b4428	NC_000913.3	1491922	1492071	-	150	0
b1420	NC_000913.3	1491962	1492129	-	168	22
b1421	NC_000913.3	1492470	1494110	+	1641	1103
b1422	NC_000913.3	1494148	1495071	-	924	2494
b1423	NC_000913.3	1495288	1496631	+	1344	2761
b1424	NC_000913.3	1496856	1498511	+	1656	2302
b1426	NC_000913.3	1498651	1498875	+	225	1271
b1427	NC_000913.3	1498938	1499477	+	540	374
b1428	NC_000913.3	1499469	1500449	-	981	362
b1429	NC_000913.3	1500573	1501565	+	993	409
b1430	NC_000913.3	1501562	1502155	+	594	513
b1431	NC_000913.3	1502457	1503125	+	669	1436
b1432	NC_000913.3	1503657	1504865	+	1209	1355
b1433	NC_000913.3	1504905	1506080	-	1176	244
b1434	NC_000913.3	1506172	1506708	+	537	171
b1435	NC_000913.3	1506781	1508742	+	1962	1722
b1436	NC_000913.3	1508834	1509064	-	231	77
b4532	NC_000913.3	1509286	1509462	+	177	140
b1438	NC_000913.3	1509508	1509924	+	417	265
b1439	NC_000913.3	1510003	1511409	+	1407	912
b1440	NC_000913.3	1511654	1512799	+	1146	6913
b1441	NC_000913.3	1512817	1513830	+	1014	2434
b1442	NC_000913.3	1513831	1514772	+	942	1224
b1443	NC_000913.3	1514762	1515556	+	795	1201
b1444	NC_000913.3	1515578	1517002	+	1425	4429
b4598	NC_000913.3	1517099	1517194	-	96	236
b1445	NC_000913.3	1517389	1517562	+	174	408
b1446	NC_000913.3	1517648	1517881	+	234	741
b1447	NC_000913.3	1517882	1518331	-	450	269
b1448	NC_000913.3	1518328	1518846	-	519	317
b1449	NC_000913.3	1519027	1520064	+	1038	601
b1450	NC_000913.3	1520262	1520927	+	666	941
b1451	NC_000913.3	1520963	1523065	-	2103	1762
b1452	NC_000913.3	1523307	1524368	+	1062	1432
b1453	NC_000913.3	1524481	1525980	-	1500	411
b1454	NC_000913.3	1526247	1526864	+	618	134
b1455	NC_000913.3	1526940	1527152	+	213	5
b1457	NC_000913.3	1529922	1530404	+	483	39
b4745	NC_000913.3	1530319	1530504	-	186	47
b1460	NC_000913.3	1531816	1532952	+	1137	302
b1461	NC_000913.3	1533052	1533285	+	234	101
b1462	NC_000913.3	1533282	1533851	-	570	145
b1463	NC_000913.3	1534024	1534869	+	846	228
b1464	NC_000913.3	1534965	1535858	-	894	790
b1465	NC_000913.3	1535937	1536617	-	681	340
b1466	NC_000913.3	1536614	1537309	-	696	410
b1467	NC_000913.3	1537309	1538853	-	1545	1052
b1468	NC_000913.3	1538850	1542590	-	3741	2974
b1469	NC_000913.3	1542672	1544060	-	1389	890
b1471	NC_000913.3	1544758	1545714	-	957	17
b1472	NC_000913.3	1545738	1546028	-	291	15
b1473	NC_000913.3	1546288	1547169	-	882	109
b1474	NC_000913.3	1547401	1550448	+	3048	7296
b1475	NC_000913.3	1550461	1551345	+	885	1165
b1476	NC_000913.3	1551338	1551991	+	654	891
b1477	NC_000913.3	1552398	1552682	-	285	655
b1478	NC_000913.3	1552828	1553838	-	1011	2056
b1479	NC_000913.3	1553972	1555669	-	1698	5527
b1480	NC_000913.3	1555826	1555963	-	138	5276
b1481	NC_000913.3	1556065	1556280	-	216	156
b1482	NC_000913.3	1556625	1557056	+	432	4056
b1483	NC_000913.3	1557112	1558038	-	927	441
b1484	NC_000913.3	1558031	1559017	-	987	189
b1485	NC_000913.3	1559014	1559910	-	897	181
b1486	NC_000913.3	1559907	1560929	-	1023	156
b1487	NC_000913.3	1560931	1562481	-	1551	245
b1488	NC_000913.3	1562495	1563076	-	582	112
b1489	NC_000913.3	1563334	1565733	-	2400	622
b1490	NC_000913.3	1565758	1567140	-	1383	582
b4746	NC_000913.3	1567178	1567219	-	42	10
b1491	NC_000913.3	1567504	1568823	-	1320	854
b1492	NC_000913.3	1568954	1570489	-	1536	3730
b1493	NC_000913.3	1570645	1572045	-	1401	5689
b1494	NC_000913.3	1572407	1575202	-	2796	308
b1495	NC_000913.3	1575247	1577619	-	2373	193
b1496	NC_000913.3	1577657	1579342	-	1686	99
b4747	NC_000913.3	1579545	1579667	+	123	5
b1497	NC_000913.3	1579633	1580790	-	1158	98
b1498	NC_000913.3	1580842	1582524	-	1683	589
b1499	NC_000913.3	1582926	1583687	-	762	55
b1500	NC_000913.3	1583762	1583959	-	198	25
b1501	NC_000913.3	1584207	1586486	-	2280	590
b1502	NC_000913.3	1586820	1587734	-	915	108
b1503	NC_000913.3	1587793	1588296	-	504	40
b1504	NC_000913.3	1588309	1588839	-	531	43
b1505	NC_000913.3	1588853	1590001	-	1149	232
b1507	NC_000913.3	1590854	1592176	-	1323	284
b1508	NC_000913.3	1592176	1592442	-	267	73
b1511	NC_000913.3	1598617	1600209	-	1593	2549
b1512	NC_000913.3	1600288	1601241	-	954	1487
b1513	NC_000913.3	1601490	1603025	+	1536	1998
b1514	NC_000913.3	1603019	1604047	+	1029	1103
b1515	NC_000913.3	1604047	1605039	+	993	587
b1516	NC_000913.3	1605051	1606073	+	1023	1892
b1517	NC_000913.3	1606100	1606975	+	876	1707
b1518	NC_000913.3	1606999	1607289	+	291	757
b1519	NC_000913.3	1607346	1608104	+	759	1187
b1520	NC_000913.3	1608108	1609022	-	915	333
b1521	NC_000913.3	1609229	1610680	-	1452	365
b1522	NC_000913.3	1610907	1611854	-	948	334
b1523	NC_000913.3	1611966	1612325	-	360	369
b1524	NC_000913.3	1612325	1613251	-	927	472
b1525	NC_000913.3	1613315	1614703	-	1389	241
b1526	NC_000913.3	1614804	1615685	+	882	258
b1527	NC_000913.3	1615763	1616878	+	1116	34
b1528	NC_000913.3	1617028	1618218	+	1191	413
b1529	NC_000913.3	1618243	1618908	-	666	974
b1530	NC_000913.3	1619120	1619554	+	435	7316
b1531	NC_000913.3	1619574	1619957	+	384	8020
b1532	NC_000913.3	1619989	1620207	+	219	3320
b1533	NC_000913.3	1620238	1621137	-	900	647
b1534	NC_000913.3	1621332	1622519	+	1188	438
b4599	NC_000913.3	1622646	1622741	+	96	17
b4775	NC_000913.3	1622741	1622845	+	105	45
b1535	NC_000913.3	1622960	1623850	-	891	1076
b1536	NC_000913.3	1624105	1624497	-	393	609
b1537	NC_000913.3	1624773	1625291	+	519	279
b1538	NC_000913.3	1625335	1627380	-	2046	1236
b1539	NC_000913.3	1627517	1628263	+	747	1632
b1540	NC_000913.3	1628352	1629038	+	687	1248
b1541	NC_000913.3	1629215	1629418	+	204	115
b1542	NC_000913.3	1629453	1630913	-	1461	232
b1543	NC_000913.3	1631002	1632285	-	1284	222
b4748	NC_000913.3	1632890	1633003	+	114	281
b1544	NC_000913.3	1633072	1633305	+	234	193
b1545	NC_000913.3	1633622	1634212	+	591	472
b1546	NC_000913.3	1634310	1634885	-	576	45
b1547	NC_000913.3	1634885	1635847	-	963	121
b1548	NC_000913.3	1635798	1636367	-	570	57
b4533	NC_000913.3	1636756	1636989	+	234	26
b1549	NC_000913.3	1637047	1637457	+	411	81
b1550	NC_000913.3	1637609	1637782	-	174	554
b1551	NC_000913.3	1637954	1638109	-	156	186
b4749	NC_000913.3	1638188	1638253	-	66	0
b4724	NC_000913.3	1638256	1638444	-	189	168
b1552	NC_000913.3	1638455	1638667	-	213	1879
b1553	NC_000913.3	1639030	1639527	-	498	13
b4689	NC_000913.3	1639080	1639334	-	255	0
b1554	NC_000913.3	1639524	1640057	-	534	80
b1555	NC_000913.3	1640054	1640365	-	312	43
b1556	NC_000913.3	1640370	1640585	-	216	53
b4776	NC_000913.3	1640805	1640975	+	171	287
b1557	NC_000913.3	1641339	1641554	-	216	10539
b1558	NC_000913.3	1641855	1642067	+	213	771
b4750	NC_000913.3	1642122	1642211	+	90	568
b1559	NC_000913.3	1642489	1643241	-	753	157
b1560	NC_000913.3	1643255	1644304	-	1050	395
b1561	NC_000913.3	1644651	1644902	-	252	98
b1562	NC_000913.3	1645119	1645274	-	156	1099
b1563	NC_000913.3	1645346	1645633	-	288	1052
b1564	NC_000913.3	1645633	1645872	-	240	437
b1565	NC_000913.3	1645897	1646202	+	306	183
b1566	NC_000913.3	1646405	1646737	+	333	202
b1567	NC_000913.3	1647174	1647323	-	150	17
b1568	NC_000913.3	1647346	1647636	-	291	2
b1569	NC_000913.3	1647620	1647850	-	231	2
b1570	NC_000913.3	1647934	1648341	+	408	624
b1571	NC_000913.3	1648508	1648663	+	156	17
b1572	NC_000913.3	1648665	1648793	+	129	4
b1573	NC_000913.3	1648823	1649041	+	219	37
b1575	NC_000913.3	1649609	1649797	+	189	4
b1576	NC_000913.3	1649794	1649985	+	192	15
b4534	NC_000913.3	1652728	1652838	-	111	11
b1580	NC_000913.3	1652896	1653915	-	1020	178
b1581	NC_000913.3	1653927	1655141	-	1215	147
b1582	NC_000913.3	1655347	1655673	-	327	157
b1583	NC_000913.3	1655808	1656149	+	342	420
b1584	NC_000913.3	1656184	1656744	+	561	396
b1585	NC_000913.3	1656747	1657457	-	711	389
b1586	NC_000913.3	1657565	1657870	+	306	484
b1587	NC_000913.3	1658069	1660495	+	2427	454
b1588	NC_000913.3	1660556	1662979	+	2424	287
b1589	NC_000913.3	1662990	1663607	+	618	54
b1590	NC_000913.3	1663609	1664463	+	855	259
b1591	NC_000913.3	1664506	1665120	+	615	344
b1592	NC_000913.3	1665315	1666571	+	1257	371
b1593	NC_000913.3	1666524	1667219	-	696	704
b1594	NC_000913.3	1667344	1668564	-	1221	876
b1595	NC_000913.3	1668699	1669592	-	894	156
b1596	NC_000913.3	1669699	1670952	+	1254	988
b1597	NC_000913.3	1671376	1671684	+	309	139
b4601	NC_000913.3	1671777	1671860	+	84	41
b1598	NC_000913.3	1671960	1672781	+	822	1501
b1599	NC_000913.3	1672820	1673149	-	330	411
b1600	NC_000913.3	1673136	1673501	-	366	697
b4777	NC_000913.3	1673608	1673709	-	102	342
b1601	NC_000913.3	1673913	1674947	+	1035	325
b1602	NC_000913.3	1674972	1676360	-	1389	1692
b1603	NC_000913.3	1676371	1677903	-	1533	1695
b1604	NC_000913.3	1678427	1679371	+	945	1786
b1605	NC_000913.3	1679557	1680939	+	1383	551
b1606	NC_000913.3	1680976	1681698	+	723	255
b1607	NC_000913.3	1681695	1682030	-	336	141
b1608	NC_000913.3	1682159	1682878	+	720	555
b1609	NC_000913.3	1682882	1684183	+	1302	592
b1610	NC_000913.3	1684259	1685188	+	930	413
b1611	NC_000913.3	1685185	1686588	-	1404	2869
b1612	NC_000913.3	1686731	1688377	-	1647	5367
b1613	NC_000913.3	1688576	1689751	+	1176	1674
